timestamp,source,goal_id,goal_status,selected_action,reward,success,state_vector,action_probs,model_name,is_searching
1751759213,manual,manual_tracking,active,0,1,TRUE,"[1.0, 0.6180405616760254, 0.0360546875, 0.0, 0.0, 0.0, 81.61710500717163, 0.0, 0.878125, 0.4119718309859155, 0.0027157722288393407, 0.0, -1.0, 0.0, 0.0]",,,TRUE
1751759214,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.5070898532867432, 0.19921875000000003, 0.05859375000000001, 0.06458333333333333, 0.16316406250000004, 0.5708794593811035, 0.0, 0.7609375, 0.286875, 0.024150525666482278, 0.08720226191737772, -1.0, 0.878125, 0.0]",,,TRUE
1751759214,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8571187853813171, 0.244921875, 0.021093749999999994, -0.02291666666666664, 0.04570312499999998, 0.4626021385192871, 0.0, 0.71875, 0.3229665071770335, 0.059042008128744786, 0.031146747826596755, -1.0, 0.7609375, 0.0]",,,TRUE
1751759215,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8687716722488403, 0.22587239583333335, -0.010937499999999989, 0.0, -0.01904947916666666, 0.4600796699523926, 0.0, 0.740625, 0.29784688995215314, 0.05089755543927217, 0.010937499999999989, -1.0, 0.71875, 0.0]",,,TRUE
1751759215,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.858581006526947, 0.24823567708333333, 0.012499999999999983, 0.001041666666666663, 0.022363281249999978, 0.43762803077697754, 0.0, 0.715625, 0.32577565632458233, 0.060608968160111555, 0.012543327686241957, -1.0, 0.740625, 0.0]",,,TRUE
1751759216,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8274257779121399, 0.25580729166666666, 0.004687500000000011, 0.003124999999999989, 0.00757161458333333, 0.42549872398376465, 0.0, 0.70625, 0.3373205741626794, 0.062175579520223734, 0.005633673867912486, -1.0, 0.715625, 0.0]",,,TRUE
1751759216,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.7372676730155945, 0.2478515625, 0.0, 0.011458333333333348, -0.007955729166666647, 0.46540403366088867, 0.0, 0.70625, 0.34814814814814815, 0.05367780251668591, 0.011458333333333348, -1.0, 0.70625, 0.0]",,,TRUE
1751759217,manual,manual_tracking,active,0,1,TRUE,"[1.0, 0.7923611402511597, 0.270703125, 0.024999999999999994, 0.030208333333333337, 0.022851562499999978, 0.4833357334136963, 0.0, 0.65625, 0.4365079365079365, 0.07373253139812731, 0.03921152130149731, -1.0, 0.70625, 0.0]",,,TRUE
1751759217,manual,manual_tracking,active,0,1,TRUE,"[1.0, 0.8754792809486389, 0.30515624999999996, 0.04609374999999999, 0.04375000000000001, 0.03445312499999997, 0.4668900966644287, 0.0, 0.5640625, 0.6227678571428571, 0.11646417943316918, 0.06355073791123515, -1.0, 0.65625, 0.0]",,,TRUE
1751759217,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.534066915512085, 0.41070963541666666, 0.07109375000000001, -0.0010416666666667185, 0.1055533854166667, 0.41700100898742676, 0.0, 0.421875, 0.813782991202346, 0.12680965377888545, 0.0711013808481027, -1.0, 0.5640625, 0.0]",,,TRUE
1751759218,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8490793704986572, 0.6005240885416667, 0.13359375, -0.018749999999999933, 0.18981445312500006, 0.4628782272338867, 0.0, 0.1546875, 1.1898826979472141, 0.4310186011748702, 0.13490312279210773, -1.0, 0.421875, 0.0]",,,TRUE
1751759218,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9712783694267273, 0.7423372395833334, 0.07812499999999994, 0.0031249999999999334, 0.1418131510416667, 0.5301079750061035, 0.0, -0.0015625, 1.3344972067039107, 0.7198895159653204, 0.07818747501997997, -1.0, 0.1546875, 0.0]",,,TRUE
1751759219,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9894212484359741, 0.6511067708333332, 0.07109375000000007, -0.021874999999999978, -0.09123046875000018, 0.5224044322967529, 0.0, -0.14375, 1.126027397260274, 0.5516124109164713, 0.07438304184464702, -1.0, -0.0015625, 0.0]",,,TRUE
1751759220,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.991615355014801, 0.5461100260416667, 0.07890624999999996, -0.008333333333333304, -0.10499674479166654, 0.5113658905029297, 0.0, -0.3015625, 0.8852785145888594, 0.3782256188213296, 0.07934507378222631, -1.0, -0.14375, 0.0]",,,TRUE
1751759220,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9894850850105286, 0.408037109375, 0.09062500000000007, -0.012500000000000011, -0.1380729166666667, 0.6156604290008545, 0.0, -0.4828125, 0.6476377952755905, 0.20881271219810968, 0.09148300730190287, -1.0, -0.3015625, 0.0]",,,TRUE
1751759221,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9887957572937012, 0.26637369791666665, 0.06562499999999993, 0.036458333333333315, -0.14166341145833333, 0.4755992889404297, 0.0, -0.6140625, 0.5501497005988024, 0.10165176256499156, 0.07507230311136348, -1.0, -0.4828125, 0.0]",,,TRUE
1751759243,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.5574649572372437, 0.34954427083333334, -0.171875, -0.25625, 0.08317057291666669, 22.435174703598022, 0.0, -0.2703125, 1.4459745762711864, 0.14218594451649552, 0.30855320144992826, -1.0, -0.6140625, 0.0]",,,TRUE
1751759497,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8131089806556702, 0.31979492187499997, 0.0, 0.0, 0.0, 107.87471842765808, 0.0, 0.6421875, 0.4003496503496503, 0.09304131274112931, 0.0, -1.0, 0.0, 0.0]",,,TRUE
1751759497,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.6515331864356995, 0.5446647135416667, 0.17343750000000002, 0.04583333333333339, 0.2248697916666667, 0.5577428340911865, 0.0, 0.2953125, 0.9117250673854448, 0.2500704351486769, 0.1793913622521844, -1.0, 0.6421875, 0.0]",,,TRUE
1751759497,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9347687363624573, 0.81875, 0.14765625, 0.018749999999999933, 0.2740852864583333, 0.42656373977661133, 0.0, -0.0, 1.2213740458015268, 0.7653419028967618, 0.1488419653997571, -1.0, 0.2953125, 0.0]",,,TRUE
1751759498,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9838159680366516, 0.79646484375, 0.014843750000000044, -0.02812500000000001, -0.022285156249999938, 0.41495513916015625, 0.0, -0.0296875, 1.1821065989847717, 0.7603124534580038, 0.031801769432886935, -1.0, -0.0, 0.0]",,,TRUE
1751759498,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9898937344551086, 0.600908203125, 0.11249999999999993, -0.017708333333333326, -0.195556640625, 0.4386734962463379, 0.0, -0.2546875, 0.9244186046511628, 0.44333815863619846, 0.11388518371344197, -1.0, -0.0296875, 0.0]",,,TRUE
1751759499,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9889776110649109, 0.44560546875, 0.09687500000000004, -0.011458333333333293, -0.15530273437500003, 0.43566131591796875, 0.0, -0.4484375, 0.675, 0.2430701916914495, 0.09755028973702634, -1.0, -0.2546875, 0.0]",,,TRUE
1751759499,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9615163207054138, 0.33975260416666664, 0.06406250000000002, -0.0020833333333333814, -0.10585286458333337, 0.4550154209136963, 0.0, -0.5765625, 0.5199742268041236, 0.138327577545595, 0.06409636638708766, -1.0, -0.4484375, 0.0]",,,TRUE
1751759500,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.951154351234436, 0.31161458333333336, 0.016406249999999956, 0.004166666666666707, -0.028138020833333277, 0.4214916229248047, 0.0, -0.609375, 0.48186528497409326, 0.11577873704906477, 0.0169270833333333, -1.0, -0.5765625, 0.0]",,,TRUE
1751759500,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9757206439971924, 0.28950195312500004, 0.013281250000000022, 0.001041666666666663, -0.022112630208333317, 0.43869781494140625, 0.0, -0.6359375, 0.45, 0.10283783826404033, 0.013322037044196544, -1.0, -0.609375, 0.0]",,,TRUE
1751759500,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9663454294204712, 0.20711914062499998, 0.04999999999999993, 0.0, -0.08238281250000007, 0.42938828468322754, 0.0, -0.7359375, 0.328740157480315, 0.05285174890023517, 0.04999999999999993, -1.0, -0.6359375, 0.0]",,,TRUE
1751759501,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9420955181121826, 0.18641276041666666, 0.0234375, -0.017708333333333326, -0.02070638020833332, 0.43187952041625977, 0.0, -0.7828125, 0.2458133971291866, 0.03814217035771434, 0.029375184692090776, -1.0, -0.7359375, 0.0]",,,TRUE
1751759501,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.738611102104187, 0.40468750000000003, -0.12421874999999993, 0.002083333333333326, 0.21827473958333338, 0.43666887283325195, 0.0, -0.534375, 0.5285714285714286, 0.13917842305323574, 0.12423621907213798, -1.0, -0.7828125, 0.0]",,,TRUE
1751759502,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9421643018722534, 0.4923795572916667, -0.05078125, -0.009375000000000022, 0.08769205729166668, 0.43488430976867676, 0.0, -0.4328125, 0.64618138424821, 0.2631196662378588, 0.05163938396768982, -1.0, -0.534375, 0.0]",,,TRUE
1751759502,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9197877645492554, 0.4875162760416667, -0.018750000000000044, -0.03125, -0.004863281250000018, 0.4472932815551758, 0.0, -0.3953125, 0.7422879177377892, 0.2711488323661161, 0.03644344934278315, -1.0, -0.4328125, 0.0]",,,TRUE
1751759503,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9744507670402527, 0.5642187500000001, -0.06562499999999993, 0.021875000000000033, 0.0767024739583334, 0.4247305393218994, 0.0, -0.2640625, 0.9599184782608695, 0.40462093506286334, 0.06917482381618324, -1.0, -0.3953125, 0.0]",,,TRUE
1751759503,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9870418310165405, 0.7579394531250001, -0.12812500000000004, 0.046875, 0.193720703125, 0.43127870559692383, 0.0, -0.0078125, 1.282520325203252, 0.7422732741620803, 0.13643049970589424, -1.0, -0.2640625, 0.0]",,,TRUE
1751759503,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9866586327552795, 0.73509765625, -0.021874999999999978, 0.003124999999999989, -0.022841796875000098, 0.4257326126098633, 0.0, 0.0359375, 1.264344262295082, 0.6992253229658035, 0.022097086912079587, -1.0, -0.0078125, 0.0]",,,TRUE
1751759504,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9709487557411194, 0.4803125, -0.15078125000000003, 0.004166666666666652, -0.25478515625000003, 0.4407687187194824, 0.0, 0.3375, 0.9137931034482759, 0.30896272106026296, 0.15083880953744505, -1.0, 0.0359375, 0.0]",,,TRUE
1751759504,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8797150254249573, 0.26773763020833335, -0.14921874999999998, 0.046875000000000056, -0.21257486979166662, 0.41727113723754883, 0.0, 0.6359375, 0.495042492917847, 0.08574866588541318, 0.15640812311565697, -1.0, 0.3375, 0.0]",,,TRUE
1751759518,manual,manual_tracking,active,0,1,TRUE,"[1.0, 0.6204721927642822, 0.17752929687500002, -0.0578125, 0.008333333333333304, -0.09020833333333333, 13.946053266525269, 0.0, 0.7515625, 0.34766763848396504, 0.027365885540308228, 0.05841001284621023, -1.0, 0.6359375, 0.0]",,,TRUE
1751759519,manual,manual_tracking,active,0,1,TRUE,"[1.0, 0.5111792683601379, 0.4468229166666666, 0.16328125, -0.050000000000000044, 0.2692936197916666, 0.4300575256347656, 0.0, 0.425, 0.7399463806970509, 0.13133380168622047, 0.1707652382704469, -1.0, 0.7515625, 0.0]",,,TRUE
1751759519,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.8381946086883545, 0.7256347656250001, 0.16640625000000003, 0.0, 0.27881184895833344, 0.4373183250427246, 0.0, 0.0921875, 1.1279220779220778, 0.5521525769284017, 0.16640625000000003, -1.0, 0.425, 0.0]",,,TRUE
1751759520,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9829711318016052, 0.8136328125, 0.04765625000000001, 0.0, 0.0879980468749999, 0.4370596408843994, 0.0, -0.003125, 1.2137404580152673, 0.7972782616785042, 0.04765625000000001, -1.0, 0.0921875, 0.0]",,,TRUE
1751759520,manual,manual_tracking,active,0,1,TRUE,"[0.0, 0.9943705201148987, 0.5202832031250001, 0.19453124999999993, -0.020833333333333315, -0.2933496093749999, 0.4372885227203369, 0.0, -0.3921875, 0.7027845036319613, 0.3144543978860902, 0.1956436428927356, -1.0, -0.003125, 0.0]",,,TRUE
1751761341,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761349,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761430,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761500,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761506,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761798,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761799,manual,manual_search,active,3,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761800,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761801,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761806,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761807,manual,manual_search,active,3,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761807,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761808,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761810,manual,manual_search,active,2,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761812,manual,manual_search,active,2,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761813,manual,manual_search,active,1,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761814,manual,manual_search,active,2,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761816,manual,manual_search,active,3,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761820,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761822,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761824,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761901,manual,manual_search,active,3,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761903,manual,manual_search,active,2,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761909,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761915,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761941,manual,manual_search,active,1,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761943,manual,manual_search,active,2,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",,,TRUE
1751761946,manual,manual_tracking,active,2,1,TRUE,"[0.0, 0.9790311455726624, 0.2005078125, -0.65859375, 0.25104166666666666, 0.19697591145833332, 30.56837773323059, 2.0, 0.640625, 0.36864406779661013, 0.0705465319916766, 0.7048174557584682, -1.0, 0.0, 0.0]",,,TRUE
1751761947,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761949,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761951,manual,manual_search,active,0,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761954,manual,manual_search,active,3,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761957,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761958,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761961,manual,manual_search,active,4,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
1751761965,manual,manual_search,active,1,0.5,TRUE,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.640625, 0.0, 0.0, 0.0, -1.0, 0.640625, 1.0]",,,TRUE
